ID,Site,Location,Treatment,DateTime,Date,Time,Time_Int,Temp
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 6:00,6/2/2020,6:00,6,11.5
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 7:00,6/2/2020,7:00,7,11.5
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 8:00,6/2/2020,8:00,8,12
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 9:00,6/2/2020,9:00,9,12
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 10:00,6/2/2020,10:00,10,12
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 11:00,6/2/2020,11:00,11,12.5
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 12:00,6/2/2020,12:00,12,12.5
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 13:00,6/2/2020,13:00,13,12.5
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 14:00,6/2/2020,14:00,14,13
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 15:00,6/2/2020,15:00,15,12.5
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 16:00,6/2/2020,16:00,16,12.5
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 17:00,6/2/2020,17:00,17,12.5
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 18:00,6/2/2020,18:00,18,12.5
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 19:00,6/2/2020,19:00,19,13
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 20:00,6/2/2020,20:00,20,12.5
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 21:00,6/2/2020,21:00,21,13
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 22:00,6/2/2020,22:00,22,13
OTM1,Ledge1B,Rookery,Shaded,6/2/2020 23:00,6/2/2020,23:00,23,13
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 0:00,6/3/2020,0:00,0,12.5
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 1:00,6/3/2020,1:00,1,12.5
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 2:00,6/3/2020,2:00,2,12
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 3:00,6/3/2020,3:00,3,12
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 4:00,6/3/2020,4:00,4,12
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 5:00,6/3/2020,5:00,5,11.5
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 6:00,6/3/2020,6:00,6,11.5
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 7:00,6/3/2020,7:00,7,11.5
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 8:00,6/3/2020,8:00,8,12
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 9:00,6/3/2020,9:00,9,12
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 10:00,6/3/2020,10:00,10,12.5
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 11:00,6/3/2020,11:00,11,12.5
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 12:00,6/3/2020,12:00,12,12.5
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 13:00,6/3/2020,13:00,13,12.5
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 14:00,6/3/2020,14:00,14,12.5
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 15:00,6/3/2020,15:00,15,12.5
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 16:00,6/3/2020,16:00,16,13
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 17:00,6/3/2020,17:00,17,13
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 18:00,6/3/2020,18:00,18,13
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 19:00,6/3/2020,19:00,19,12.5
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 20:00,6/3/2020,20:00,20,12.5
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 21:00,6/3/2020,21:00,21,12.5
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 22:00,6/3/2020,22:00,22,13
OTM1,Ledge1B,Rookery,Shaded,6/3/2020 23:00,6/3/2020,23:00,23,13
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 0:00,6/4/2020,0:00,0,13
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 1:00,6/4/2020,1:00,1,12.5
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 2:00,6/4/2020,2:00,2,13
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 3:00,6/4/2020,3:00,3,12.5
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 4:00,6/4/2020,4:00,4,12.5
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 5:00,6/4/2020,5:00,5,12
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 6:00,6/4/2020,6:00,6,12
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 7:00,6/4/2020,7:00,7,12
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 8:00,6/4/2020,8:00,8,12.5
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 9:00,6/4/2020,9:00,9,12.5
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 10:00,6/4/2020,10:00,10,13
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 11:00,6/4/2020,11:00,11,13
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 12:00,6/4/2020,12:00,12,12.5
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 13:00,6/4/2020,13:00,13,12.5
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 14:00,6/4/2020,14:00,14,12.5
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 15:00,6/4/2020,15:00,15,12.5
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 16:00,6/4/2020,16:00,16,12.5
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 17:00,6/4/2020,17:00,17,12.5
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 18:00,6/4/2020,18:00,18,12.5
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 19:00,6/4/2020,19:00,19,13
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 20:00,6/4/2020,20:00,20,13
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 21:00,6/4/2020,21:00,21,13
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 22:00,6/4/2020,22:00,22,13
OTM1,Ledge1B,Rookery,Shaded,6/4/2020 23:00,6/4/2020,23:00,23,13
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 0:00,6/5/2020,0:00,0,12.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 1:00,6/5/2020,1:00,1,12.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 2:00,6/5/2020,2:00,2,12.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 3:00,6/5/2020,3:00,3,12.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 4:00,6/5/2020,4:00,4,12.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 5:00,6/5/2020,5:00,5,12
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 6:00,6/5/2020,6:00,6,12
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 7:00,6/5/2020,7:00,7,12
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 8:00,6/5/2020,8:00,8,12.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 9:00,6/5/2020,9:00,9,12.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 10:00,6/5/2020,10:00,10,12.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 11:00,6/5/2020,11:00,11,13
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 12:00,6/5/2020,12:00,12,13
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 13:00,6/5/2020,13:00,13,13
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 14:00,6/5/2020,14:00,14,13.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 15:00,6/5/2020,15:00,15,13.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 16:00,6/5/2020,16:00,16,13.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 17:00,6/5/2020,17:00,17,13.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 18:00,6/5/2020,18:00,18,13.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 19:00,6/5/2020,19:00,19,13.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 20:00,6/5/2020,20:00,20,13
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 21:00,6/5/2020,21:00,21,13.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 22:00,6/5/2020,22:00,22,13.5
OTM1,Ledge1B,Rookery,Shaded,6/5/2020 23:00,6/5/2020,23:00,23,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 0:00,6/6/2020,0:00,0,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 1:00,6/6/2020,1:00,1,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 2:00,6/6/2020,2:00,2,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 3:00,6/6/2020,3:00,3,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 4:00,6/6/2020,4:00,4,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 5:00,6/6/2020,5:00,5,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 6:00,6/6/2020,6:00,6,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 7:00,6/6/2020,7:00,7,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 8:00,6/6/2020,8:00,8,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 9:00,6/6/2020,9:00,9,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 10:00,6/6/2020,10:00,10,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 11:00,6/6/2020,11:00,11,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 12:00,6/6/2020,12:00,12,13.5
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 13:00,6/6/2020,13:00,13,13.5
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 14:00,6/6/2020,14:00,14,13.5
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 15:00,6/6/2020,15:00,15,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 16:00,6/6/2020,16:00,16,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 17:00,6/6/2020,17:00,17,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 18:00,6/6/2020,18:00,18,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 19:00,6/6/2020,19:00,19,12.5
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 20:00,6/6/2020,20:00,20,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 21:00,6/6/2020,21:00,21,13
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 22:00,6/6/2020,22:00,22,12.5
OTM1,Ledge1B,Rookery,Shaded,6/6/2020 23:00,6/6/2020,23:00,23,12.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 0:00,6/7/2020,0:00,0,12
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 1:00,6/7/2020,1:00,1,12
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 2:00,6/7/2020,2:00,2,11.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 3:00,6/7/2020,3:00,3,11.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 4:00,6/7/2020,4:00,4,12
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 5:00,6/7/2020,5:00,5,12
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 6:00,6/7/2020,6:00,6,11.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 7:00,6/7/2020,7:00,7,12
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 8:00,6/7/2020,8:00,8,12
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 9:00,6/7/2020,9:00,9,12.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 10:00,6/7/2020,10:00,10,12.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 11:00,6/7/2020,11:00,11,12.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 12:00,6/7/2020,12:00,12,12.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 13:00,6/7/2020,13:00,13,12.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 14:00,6/7/2020,14:00,14,12.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 15:00,6/7/2020,15:00,15,12.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 16:00,6/7/2020,16:00,16,12.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 17:00,6/7/2020,17:00,17,12.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 18:00,6/7/2020,18:00,18,12.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 19:00,6/7/2020,19:00,19,12.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 20:00,6/7/2020,20:00,20,12.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 21:00,6/7/2020,21:00,21,12.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 22:00,6/7/2020,22:00,22,12.5
OTM1,Ledge1B,Rookery,Shaded,6/7/2020 23:00,6/7/2020,23:00,23,12
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 0:00,6/8/2020,0:00,0,12
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 1:00,6/8/2020,1:00,1,12
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 2:00,6/8/2020,2:00,2,12
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 3:00,6/8/2020,3:00,3,11.5
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 4:00,6/8/2020,4:00,4,11.5
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 5:00,6/8/2020,5:00,5,11.5
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 6:00,6/8/2020,6:00,6,11.5
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 7:00,6/8/2020,7:00,7,11
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 8:00,6/8/2020,8:00,8,11.5
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 9:00,6/8/2020,9:00,9,12
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 10:00,6/8/2020,10:00,10,12
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 11:00,6/8/2020,11:00,11,12
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 12:00,6/8/2020,12:00,12,12.5
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 13:00,6/8/2020,13:00,13,12.5
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 14:00,6/8/2020,14:00,14,12.5
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 15:00,6/8/2020,15:00,15,13
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 16:00,6/8/2020,16:00,16,12.5
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 17:00,6/8/2020,17:00,17,12
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 18:00,6/8/2020,18:00,18,12
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 19:00,6/8/2020,19:00,19,12.5
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 20:00,6/8/2020,20:00,20,11.5
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 21:00,6/8/2020,21:00,21,11
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 22:00,6/8/2020,22:00,22,11
OTM1,Ledge1B,Rookery,Shaded,6/8/2020 23:00,6/8/2020,23:00,23,10.5
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 0:00,6/9/2020,0:00,0,10
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 1:00,6/9/2020,1:00,1,10
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 2:00,6/9/2020,2:00,2,10
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 3:00,6/9/2020,3:00,3,10.5
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 4:00,6/9/2020,4:00,4,10.5
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 5:00,6/9/2020,5:00,5,10.5
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 6:00,6/9/2020,6:00,6,11
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 7:00,6/9/2020,7:00,7,10.5
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 8:00,6/9/2020,8:00,8,10.5
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 9:00,6/9/2020,9:00,9,11.5
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 10:00,6/9/2020,10:00,10,11.5
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 11:00,6/9/2020,11:00,11,11.5
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 12:00,6/9/2020,12:00,12,12
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 13:00,6/9/2020,13:00,13,12
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 14:00,6/9/2020,14:00,14,12.5
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 15:00,6/9/2020,15:00,15,12
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 16:00,6/9/2020,16:00,16,12
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 17:00,6/9/2020,17:00,17,12
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 18:00,6/9/2020,18:00,18,12
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 19:00,6/9/2020,19:00,19,12
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 20:00,6/9/2020,20:00,20,12
OTM1,Ledge1B,Rookery,Shaded,6/9/2020 21:00,6/9/2020,21:00,21,12
