ID,Site,Location,Treatment,DateTime,Date,Time,Time_Int,Temp
OTM3,Ledge2Den,Rookery,Exposed,6/24/2020 13:00,6/24/2020,13:00,13,68
OTM3,Ledge2Den,Rookery,Exposed,6/24/2020 14:00,6/24/2020,14:00,14,68.5
OTM3,Ledge2Den,Rookery,Exposed,6/24/2020 15:00,6/24/2020,15:00,15,68.5
OTM3,Ledge2Den,Rookery,Exposed,6/24/2020 16:00,6/24/2020,16:00,16,62.5
OTM3,Ledge2Den,Rookery,Exposed,6/24/2020 17:00,6/24/2020,17:00,17,51.5
OTM3,Ledge2Den,Rookery,Exposed,6/24/2020 18:00,6/24/2020,18:00,18,37
OTM3,Ledge2Den,Rookery,Exposed,6/24/2020 19:00,6/24/2020,19:00,19,26
OTM3,Ledge2Den,Rookery,Exposed,6/24/2020 20:00,6/24/2020,20:00,20,21.5
OTM3,Ledge2Den,Rookery,Exposed,6/24/2020 21:00,6/24/2020,21:00,21,18
OTM3,Ledge2Den,Rookery,Exposed,6/24/2020 22:00,6/24/2020,22:00,22,16
OTM3,Ledge2Den,Rookery,Exposed,6/24/2020 23:00,6/24/2020,23:00,23,14.5
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 0:00,6/25/2020,0:00,0,12.5
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 1:00,6/25/2020,1:00,1,12
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 2:00,6/25/2020,2:00,2,11.5
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 3:00,6/25/2020,3:00,3,10.5
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 4:00,6/25/2020,4:00,4,9
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 5:00,6/25/2020,5:00,5,10
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 6:00,6/25/2020,6:00,6,10
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 7:00,6/25/2020,7:00,7,9.5
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 8:00,6/25/2020,8:00,8,12
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 9:00,6/25/2020,9:00,9,23.5
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 10:00,6/25/2020,10:00,10,41
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 11:00,6/25/2020,11:00,11,33.5
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 12:00,6/25/2020,12:00,12,62
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 13:00,6/25/2020,13:00,13,64.5
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 14:00,6/25/2020,14:00,14,69
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 15:00,6/25/2020,15:00,15,54
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 16:00,6/25/2020,16:00,16,24.5
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 17:00,6/25/2020,17:00,17,19.5
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 18:00,6/25/2020,18:00,18,27
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 19:00,6/25/2020,19:00,19,24
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 20:00,6/25/2020,20:00,20,18.5
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 21:00,6/25/2020,21:00,21,15
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 22:00,6/25/2020,22:00,22,15
OTM3,Ledge2Den,Rookery,Exposed,6/25/2020 23:00,6/25/2020,23:00,23,15.5
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 0:00,6/26/2020,0:00,0,14
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 1:00,6/26/2020,1:00,1,12
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 2:00,6/26/2020,2:00,2,10
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 3:00,6/26/2020,3:00,3,9
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 4:00,6/26/2020,4:00,4,8.5
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 5:00,6/26/2020,5:00,5,7.5
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 6:00,6/26/2020,6:00,6,8
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 7:00,6/26/2020,7:00,7,11.5
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 8:00,6/26/2020,8:00,8,13
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 9:00,6/26/2020,9:00,9,22
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 10:00,6/26/2020,10:00,10,51
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 11:00,6/26/2020,11:00,11,58
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 12:00,6/26/2020,12:00,12,62.5
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 13:00,6/26/2020,13:00,13,63.5
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 14:00,6/26/2020,14:00,14,65.5
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 15:00,6/26/2020,15:00,15,63
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 16:00,6/26/2020,16:00,16,50.5
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 17:00,6/26/2020,17:00,17,30
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 18:00,6/26/2020,18:00,18,23.5
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 19:00,6/26/2020,19:00,19,22
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 20:00,6/26/2020,20:00,20,11.5
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 21:00,6/26/2020,21:00,21,12
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 22:00,6/26/2020,22:00,22,12.5
OTM3,Ledge2Den,Rookery,Exposed,6/26/2020 23:00,6/26/2020,23:00,23,10.5
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 0:00,6/27/2020,0:00,0,9
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 1:00,6/27/2020,1:00,1,8.5
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 2:00,6/27/2020,2:00,2,7
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 3:00,6/27/2020,3:00,3,7.5
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 4:00,6/27/2020,4:00,4,7
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 5:00,6/27/2020,5:00,5,6
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 6:00,6/27/2020,6:00,6,5
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 7:00,6/27/2020,7:00,7,6
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 8:00,6/27/2020,8:00,8,9
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 9:00,6/27/2020,9:00,9,19
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 10:00,6/27/2020,10:00,10,50
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 11:00,6/27/2020,11:00,11,59.5
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 12:00,6/27/2020,12:00,12,61.5
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 13:00,6/27/2020,13:00,13,62
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 14:00,6/27/2020,14:00,14,64.5
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 15:00,6/27/2020,15:00,15,63.5
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 16:00,6/27/2020,16:00,16,59
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 17:00,6/27/2020,17:00,17,55.5
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 18:00,6/27/2020,18:00,18,35
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 19:00,6/27/2020,19:00,19,25
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 20:00,6/27/2020,20:00,20,21
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 21:00,6/27/2020,21:00,21,19
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 22:00,6/27/2020,22:00,22,17
OTM3,Ledge2Den,Rookery,Exposed,6/27/2020 23:00,6/27/2020,23:00,23,14.5
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 0:00,6/28/2020,0:00,0,12
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 1:00,6/28/2020,1:00,1,11.5
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 2:00,6/28/2020,2:00,2,10.5
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 3:00,6/28/2020,3:00,3,9.5
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 4:00,6/28/2020,4:00,4,9
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 5:00,6/28/2020,5:00,5,9
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 6:00,6/28/2020,6:00,6,8.5
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 7:00,6/28/2020,7:00,7,12.5
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 8:00,6/28/2020,8:00,8,18
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 9:00,6/28/2020,9:00,9,25
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 10:00,6/28/2020,10:00,10,30.5
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 11:00,6/28/2020,11:00,11,37
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 12:00,6/28/2020,12:00,12,36.5
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 13:00,6/28/2020,13:00,13,24
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 14:00,6/28/2020,14:00,14,29
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 15:00,6/28/2020,15:00,15,52.5
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 16:00,6/28/2020,16:00,16,52.5
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 17:00,6/28/2020,17:00,17,49
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 18:00,6/28/2020,18:00,18,33
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 19:00,6/28/2020,19:00,19,25.5
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 20:00,6/28/2020,20:00,20,21.5
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 21:00,6/28/2020,21:00,21,20.5
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 22:00,6/28/2020,22:00,22,18
OTM3,Ledge2Den,Rookery,Exposed,6/28/2020 23:00,6/28/2020,23:00,23,16
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 0:00,6/29/2020,0:00,0,16.5
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 1:00,6/29/2020,1:00,1,16
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 2:00,6/29/2020,2:00,2,16.5
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 3:00,6/29/2020,3:00,3,16.5
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 4:00,6/29/2020,4:00,4,15.5
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 5:00,6/29/2020,5:00,5,14.5
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 6:00,6/29/2020,6:00,6,14.5
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 7:00,6/29/2020,7:00,7,14
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 8:00,6/29/2020,8:00,8,15.5
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 9:00,6/29/2020,9:00,9,24
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 10:00,6/29/2020,10:00,10,45
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 11:00,6/29/2020,11:00,11,46.5
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 12:00,6/29/2020,12:00,12,48
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 13:00,6/29/2020,13:00,13,52
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 14:00,6/29/2020,14:00,14,62.5
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 15:00,6/29/2020,15:00,15,53
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 16:00,6/29/2020,16:00,16,54
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 17:00,6/29/2020,17:00,17,39
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 18:00,6/29/2020,18:00,18,26.5
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 19:00,6/29/2020,19:00,19,23.5
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 20:00,6/29/2020,20:00,20,17.5
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 21:00,6/29/2020,21:00,21,15
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 22:00,6/29/2020,22:00,22,11.5
OTM3,Ledge2Den,Rookery,Exposed,6/29/2020 23:00,6/29/2020,23:00,23,10
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 0:00,6/30/2020,0:00,0,10
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 1:00,6/30/2020,1:00,1,9.5
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 2:00,6/30/2020,2:00,2,8
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 3:00,6/30/2020,3:00,3,7
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 4:00,6/30/2020,4:00,4,6.5
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 5:00,6/30/2020,5:00,5,4.5
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 6:00,6/30/2020,6:00,6,5
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 7:00,6/30/2020,7:00,7,6
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 8:00,6/30/2020,8:00,8,9.5
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 9:00,6/30/2020,9:00,9,12
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 10:00,6/30/2020,10:00,10,35.5
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 11:00,6/30/2020,11:00,11,48
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 12:00,6/30/2020,12:00,12,41.5
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 13:00,6/30/2020,13:00,13,48
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 14:00,6/30/2020,14:00,14,37.5
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 15:00,6/30/2020,15:00,15,41.5
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 16:00,6/30/2020,16:00,16,46
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 17:00,6/30/2020,17:00,17,40
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 18:00,6/30/2020,18:00,18,26.5
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 19:00,6/30/2020,19:00,19,12.5
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 20:00,6/30/2020,20:00,20,9
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 21:00,6/30/2020,21:00,21,8.5
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 22:00,6/30/2020,22:00,22,5
OTM3,Ledge2Den,Rookery,Exposed,6/30/2020 23:00,6/30/2020,23:00,23,4.5
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 0:00,7/1/2020,0:00,0,4
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 1:00,7/1/2020,1:00,1,3.5
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 2:00,7/1/2020,2:00,2,4.5
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 3:00,7/1/2020,3:00,3,3
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 4:00,7/1/2020,4:00,4,2
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 5:00,7/1/2020,5:00,5,1.5
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 6:00,7/1/2020,6:00,6,0.5
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 7:00,7/1/2020,7:00,7,2
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 8:00,7/1/2020,8:00,8,4.5
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 9:00,7/1/2020,9:00,9,14.5
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 10:00,7/1/2020,10:00,10,47
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 11:00,7/1/2020,11:00,11,56.5
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 12:00,7/1/2020,12:00,12,61.5
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 13:00,7/1/2020,13:00,13,62
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 14:00,7/1/2020,14:00,14,61
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 15:00,7/1/2020,15:00,15,59
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 16:00,7/1/2020,16:00,16,55.5
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 17:00,7/1/2020,17:00,17,52.5
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 18:00,7/1/2020,18:00,18,33
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 19:00,7/1/2020,19:00,19,22.5
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 20:00,7/1/2020,20:00,20,19
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 21:00,7/1/2020,21:00,21,15
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 22:00,7/1/2020,22:00,22,14.5
OTM3,Ledge2Den,Rookery,Exposed,7/1/2020 23:00,7/1/2020,23:00,23,11.5
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 0:00,7/2/2020,0:00,0,9.5
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 1:00,7/2/2020,1:00,1,9
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 2:00,7/2/2020,2:00,2,7.5
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 3:00,7/2/2020,3:00,3,7
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 4:00,7/2/2020,4:00,4,6.5
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 5:00,7/2/2020,5:00,5,6.5
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 6:00,7/2/2020,6:00,6,5.5
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 7:00,7/2/2020,7:00,7,6.5
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 8:00,7/2/2020,8:00,8,9.5
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 9:00,7/2/2020,9:00,9,19.5
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 10:00,7/2/2020,10:00,10,52.5
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 11:00,7/2/2020,11:00,11,61.5
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 12:00,7/2/2020,12:00,12,63.5
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 13:00,7/2/2020,13:00,13,63.5
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 14:00,7/2/2020,14:00,14,64
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 15:00,7/2/2020,15:00,15,63
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 16:00,7/2/2020,16:00,16,59
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 17:00,7/2/2020,17:00,17,55
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 18:00,7/2/2020,18:00,18,34
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 19:00,7/2/2020,19:00,19,25
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 20:00,7/2/2020,20:00,20,21.5
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 21:00,7/2/2020,21:00,21,18
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 22:00,7/2/2020,22:00,22,16.5
OTM3,Ledge2Den,Rookery,Exposed,7/2/2020 23:00,7/2/2020,23:00,23,13.5
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 0:00,7/3/2020,0:00,0,11
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 1:00,7/3/2020,1:00,1,10
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 2:00,7/3/2020,2:00,2,10
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 3:00,7/3/2020,3:00,3,9
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 4:00,7/3/2020,4:00,4,8
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 5:00,7/3/2020,5:00,5,6
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 6:00,7/3/2020,6:00,6,6.5
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 7:00,7/3/2020,7:00,7,8
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 8:00,7/3/2020,8:00,8,10.5
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 9:00,7/3/2020,9:00,9,20
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 10:00,7/3/2020,10:00,10,53
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 11:00,7/3/2020,11:00,11,62.5
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 12:00,7/3/2020,12:00,12,68
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 13:00,7/3/2020,13:00,13,66.5
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 14:00,7/3/2020,14:00,14,68
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 15:00,7/3/2020,15:00,15,70.5
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 16:00,7/3/2020,16:00,16,46.5
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 17:00,7/3/2020,17:00,17,35.5
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 18:00,7/3/2020,18:00,18,29.5
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 19:00,7/3/2020,19:00,19,28
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 20:00,7/3/2020,20:00,20,20.5
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 21:00,7/3/2020,21:00,21,18
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 22:00,7/3/2020,22:00,22,15
OTM3,Ledge2Den,Rookery,Exposed,7/3/2020 23:00,7/3/2020,23:00,23,16.5
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 0:00,7/4/2020,0:00,0,15.5
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 1:00,7/4/2020,1:00,1,13.5
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 2:00,7/4/2020,2:00,2,12.5
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 3:00,7/4/2020,3:00,3,10
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 4:00,7/4/2020,4:00,4,11.5
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 5:00,7/4/2020,5:00,5,12.5
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 6:00,7/4/2020,6:00,6,10
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 7:00,7/4/2020,7:00,7,11.5
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 8:00,7/4/2020,8:00,8,15.5
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 9:00,7/4/2020,9:00,9,24
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 10:00,7/4/2020,10:00,10,53.5
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 11:00,7/4/2020,11:00,11,62
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 12:00,7/4/2020,12:00,12,68.5
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 13:00,7/4/2020,13:00,13,64
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 14:00,7/4/2020,14:00,14,68
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 15:00,7/4/2020,15:00,15,71.5
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 16:00,7/4/2020,16:00,16,42
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 17:00,7/4/2020,17:00,17,48
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 18:00,7/4/2020,18:00,18,31
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 19:00,7/4/2020,19:00,19,25.5
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 20:00,7/4/2020,20:00,20,20.5
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 21:00,7/4/2020,21:00,21,17.5
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 22:00,7/4/2020,22:00,22,16
OTM3,Ledge2Den,Rookery,Exposed,7/4/2020 23:00,7/4/2020,23:00,23,15
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 0:00,7/5/2020,0:00,0,14
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 1:00,7/5/2020,1:00,1,14
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 2:00,7/5/2020,2:00,2,12.5
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 3:00,7/5/2020,3:00,3,13
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 4:00,7/5/2020,4:00,4,10.5
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 5:00,7/5/2020,5:00,5,10
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 6:00,7/5/2020,6:00,6,9.5
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 7:00,7/5/2020,7:00,7,9.5
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 8:00,7/5/2020,8:00,8,12
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 9:00,7/5/2020,9:00,9,21.5
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 10:00,7/5/2020,10:00,10,52.5
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 11:00,7/5/2020,11:00,11,61
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 12:00,7/5/2020,12:00,12,68
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 13:00,7/5/2020,13:00,13,71.5
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 14:00,7/5/2020,14:00,14,68.5
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 15:00,7/5/2020,15:00,15,73
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 16:00,7/5/2020,16:00,16,58.5
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 17:00,7/5/2020,17:00,17,49.5
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 18:00,7/5/2020,18:00,18,34
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 19:00,7/5/2020,19:00,19,25.5
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 20:00,7/5/2020,20:00,20,22
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 21:00,7/5/2020,21:00,21,19
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 22:00,7/5/2020,22:00,22,17.5
OTM3,Ledge2Den,Rookery,Exposed,7/5/2020 23:00,7/5/2020,23:00,23,15.5
OTM3,Ledge2Den,Rookery,Exposed,7/6/2020 0:00,7/6/2020,0:00,0,13.5
OTM3,Ledge2Den,Rookery,Exposed,7/6/2020 1:00,7/6/2020,1:00,1,12.5
OTM3,Ledge2Den,Rookery,Exposed,7/6/2020 2:00,7/6/2020,2:00,2,11
OTM3,Ledge2Den,Rookery,Exposed,7/6/2020 3:00,7/6/2020,3:00,3,10
