id,site,location,treatment,datetime,temp,day,hour
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T03:00:00Z,2.5,170,3
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T04:00:00Z,1.5,170,4
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T05:00:00Z,1.5,170,5
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T06:00:00Z,0.5,170,6
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T07:00:00Z,1,170,7
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T08:00:00Z,4,170,8
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T09:00:00Z,15,170,9
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T10:00:00Z,47,170,10
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T11:00:00Z,53,170,11
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T12:00:00Z,59.5,170,12
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T13:00:00Z,61.5,170,13
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T14:00:00Z,63.5,170,14
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T15:00:00Z,61.5,170,15
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T16:00:00Z,58.5,170,16
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T17:00:00Z,49,170,17
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T18:00:00Z,29,170,18
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T19:00:00Z,19,170,19
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T20:00:00Z,15.5,170,20
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T21:00:00Z,13,170,21
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T22:00:00Z,11,170,22
OTM3,Ledge2Den,Rookery,Exposed,2020-06-18T23:00:00Z,11.5,170,23
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T00:00:00Z,10.5,171,0
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T01:00:00Z,9.5,171,1
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T02:00:00Z,8,171,2
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T03:00:00Z,9,171,3
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T04:00:00Z,8.5,171,4
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T05:00:00Z,8,171,5
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T06:00:00Z,8,171,6
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T07:00:00Z,10,171,7
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T08:00:00Z,11,171,8
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T09:00:00Z,18.5,171,9
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T10:00:00Z,49,171,10
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T11:00:00Z,54.5,171,11
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T12:00:00Z,58,171,12
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T13:00:00Z,58.5,171,13
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T14:00:00Z,59.5,171,14
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T15:00:00Z,55.5,171,15
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T16:00:00Z,53.5,171,16
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T17:00:00Z,47,171,17
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T18:00:00Z,28.5,171,18
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T19:00:00Z,19.5,171,19
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T20:00:00Z,15.5,171,20
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T21:00:00Z,10.5,171,21
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T22:00:00Z,10,171,22
OTM3,Ledge2Den,Rookery,Exposed,2020-06-19T23:00:00Z,8,171,23
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T00:00:00Z,5.5,172,0
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T01:00:00Z,4,172,1
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T02:00:00Z,4.5,172,2
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T03:00:00Z,3.5,172,3
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T04:00:00Z,3.5,172,4
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T05:00:00Z,1.5,172,5
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T06:00:00Z,2,172,6
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T07:00:00Z,2.5,172,7
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T08:00:00Z,5.5,172,8
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T09:00:00Z,16.5,172,9
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T10:00:00Z,48.5,172,10
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T11:00:00Z,56.5,172,11
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T12:00:00Z,56.5,172,12
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T13:00:00Z,60,172,13
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T14:00:00Z,59.5,172,14
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T15:00:00Z,57,172,15
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T16:00:00Z,38.5,172,16
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T17:00:00Z,38.5,172,17
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T18:00:00Z,32,172,18
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T19:00:00Z,24.5,172,19
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T20:00:00Z,16.5,172,20
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T21:00:00Z,14,172,21
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T22:00:00Z,14.5,172,22
OTM3,Ledge2Den,Rookery,Exposed,2020-06-20T23:00:00Z,12,172,23
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T00:00:00Z,12.5,173,0
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T01:00:00Z,12,173,1
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T02:00:00Z,9,173,2
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T03:00:00Z,7,173,3
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T04:00:00Z,6.5,173,4
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T05:00:00Z,6.5,173,5
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T06:00:00Z,5.5,173,6
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T07:00:00Z,7.5,173,7
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T08:00:00Z,10,173,8
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T09:00:00Z,19.5,173,9
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T10:00:00Z,40,173,10
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T11:00:00Z,57,173,11
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T12:00:00Z,61,173,12
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T13:00:00Z,58,173,13
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T14:00:00Z,51,173,14
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T15:00:00Z,34,173,15
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T16:00:00Z,27.5,173,16
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T17:00:00Z,30,173,17
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T18:00:00Z,23,173,18
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T19:00:00Z,19.5,173,19
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T20:00:00Z,17,173,20
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T21:00:00Z,13,173,21
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T22:00:00Z,11.5,173,22
OTM3,Ledge2Den,Rookery,Exposed,2020-06-21T23:00:00Z,11,173,23
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T00:00:00Z,9,174,0
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T01:00:00Z,8.5,174,1
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T02:00:00Z,7,174,2
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T03:00:00Z,8,174,3
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T04:00:00Z,6.5,174,4
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T05:00:00Z,5.5,174,5
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T06:00:00Z,4.5,174,6
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T07:00:00Z,5.5,174,7
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T08:00:00Z,8.5,174,8
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T09:00:00Z,18.5,174,9
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T10:00:00Z,50,174,10
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T11:00:00Z,60,174,11
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T12:00:00Z,57,174,12
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T13:00:00Z,59,174,13
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T14:00:00Z,51,174,14
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T15:00:00Z,62,174,15
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T16:00:00Z,55,174,16
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T17:00:00Z,51,174,17
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T18:00:00Z,33.5,174,18
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T19:00:00Z,23,174,19
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T20:00:00Z,19.5,174,20
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T21:00:00Z,15.5,174,21
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T22:00:00Z,14,174,22
OTM3,Ledge2Den,Rookery,Exposed,2020-06-22T23:00:00Z,13,174,23
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T00:00:00Z,11.5,175,0
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T01:00:00Z,9.5,175,1
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T02:00:00Z,9,175,2
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T03:00:00Z,8.5,175,3
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T04:00:00Z,7.5,175,4
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T05:00:00Z,7,175,5
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T06:00:00Z,6,175,6
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T07:00:00Z,8,175,7
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T08:00:00Z,10,175,8
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T09:00:00Z,20,175,9
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T10:00:00Z,52,175,10
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T11:00:00Z,61,175,11
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T12:00:00Z,43.5,175,12
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T13:00:00Z,63,175,13
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T14:00:00Z,65.5,175,14
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T15:00:00Z,65,175,15
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T16:00:00Z,64.5,175,16
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T17:00:00Z,45.5,175,17
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T18:00:00Z,35,175,18
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T19:00:00Z,24.5,175,19
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T20:00:00Z,20,175,20
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T21:00:00Z,17,175,21
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T22:00:00Z,15,175,22
OTM3,Ledge2Den,Rookery,Exposed,2020-06-23T23:00:00Z,14,175,23
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T00:00:00Z,14.5,176,0
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T01:00:00Z,11,176,1
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T02:00:00Z,11,176,2
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T03:00:00Z,8.5,176,3
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T04:00:00Z,9.5,176,4
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T05:00:00Z,9,176,5
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T06:00:00Z,8,176,6
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T07:00:00Z,11,176,7
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T08:00:00Z,13.5,176,8
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T09:00:00Z,21.5,176,9
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T10:00:00Z,45.5,176,10
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T11:00:00Z,61.5,176,11
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T12:00:00Z,67,176,12
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T13:00:00Z,68,176,13
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T14:00:00Z,68.5,176,14
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T15:00:00Z,68.5,176,15
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T16:00:00Z,62.5,176,16
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T17:00:00Z,51.5,176,17
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T18:00:00Z,37,176,18
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T19:00:00Z,26,176,19
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T20:00:00Z,21.5,176,20
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T21:00:00Z,18,176,21
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T22:00:00Z,16,176,22
OTM3,Ledge2Den,Rookery,Exposed,2020-06-24T23:00:00Z,14.5,176,23
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T00:00:00Z,12.5,177,0
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T01:00:00Z,12,177,1
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T02:00:00Z,11.5,177,2
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T03:00:00Z,10.5,177,3
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T04:00:00Z,9,177,4
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T05:00:00Z,10,177,5
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T06:00:00Z,10,177,6
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T07:00:00Z,9.5,177,7
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T08:00:00Z,12,177,8
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T09:00:00Z,23.5,177,9
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T10:00:00Z,41,177,10
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T11:00:00Z,33.5,177,11
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T12:00:00Z,62,177,12
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T13:00:00Z,64.5,177,13
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T14:00:00Z,69,177,14
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T15:00:00Z,54,177,15
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T16:00:00Z,24.5,177,16
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T17:00:00Z,19.5,177,17
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T18:00:00Z,27,177,18
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T19:00:00Z,24,177,19
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T20:00:00Z,18.5,177,20
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T21:00:00Z,15,177,21
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T22:00:00Z,15,177,22
OTM3,Ledge2Den,Rookery,Exposed,2020-06-25T23:00:00Z,15.5,177,23
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T00:00:00Z,14,178,0
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T01:00:00Z,12,178,1
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T02:00:00Z,10,178,2
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T03:00:00Z,9,178,3
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T04:00:00Z,8.5,178,4
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T05:00:00Z,7.5,178,5
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T06:00:00Z,8,178,6
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T07:00:00Z,11.5,178,7
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T08:00:00Z,13,178,8
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T09:00:00Z,22,178,9
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T10:00:00Z,51,178,10
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T11:00:00Z,58,178,11
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T12:00:00Z,62.5,178,12
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T13:00:00Z,63.5,178,13
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T14:00:00Z,65.5,178,14
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T15:00:00Z,63,178,15
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T16:00:00Z,50.5,178,16
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T17:00:00Z,30,178,17
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T18:00:00Z,23.5,178,18
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T19:00:00Z,22,178,19
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T20:00:00Z,11.5,178,20
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T21:00:00Z,12,178,21
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T22:00:00Z,12.5,178,22
OTM3,Ledge2Den,Rookery,Exposed,2020-06-26T23:00:00Z,10.5,178,23
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T00:00:00Z,9,179,0
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T01:00:00Z,8.5,179,1
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T02:00:00Z,7,179,2
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T03:00:00Z,7.5,179,3
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T04:00:00Z,7,179,4
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T05:00:00Z,6,179,5
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T06:00:00Z,5,179,6
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T07:00:00Z,6,179,7
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T08:00:00Z,9,179,8
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T09:00:00Z,19,179,9
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T10:00:00Z,50,179,10
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T11:00:00Z,59.5,179,11
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T12:00:00Z,61.5,179,12
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T13:00:00Z,62,179,13
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T14:00:00Z,64.5,179,14
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T15:00:00Z,63.5,179,15
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T16:00:00Z,59,179,16
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T17:00:00Z,55.5,179,17
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T18:00:00Z,35,179,18
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T19:00:00Z,25,179,19
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T20:00:00Z,21,179,20
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T21:00:00Z,19,179,21
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T22:00:00Z,17,179,22
OTM3,Ledge2Den,Rookery,Exposed,2020-06-27T23:00:00Z,14.5,179,23
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T00:00:00Z,12,180,0
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T01:00:00Z,11.5,180,1
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T02:00:00Z,10.5,180,2
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T03:00:00Z,9.5,180,3
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T04:00:00Z,9,180,4
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T05:00:00Z,9,180,5
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T06:00:00Z,8.5,180,6
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T07:00:00Z,12.5,180,7
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T08:00:00Z,18,180,8
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T09:00:00Z,25,180,9
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T10:00:00Z,30.5,180,10
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T11:00:00Z,37,180,11
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T12:00:00Z,36.5,180,12
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T13:00:00Z,24,180,13
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T14:00:00Z,29,180,14
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T15:00:00Z,52.5,180,15
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T16:00:00Z,52.5,180,16
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T17:00:00Z,49,180,17
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T18:00:00Z,33,180,18
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T19:00:00Z,25.5,180,19
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T20:00:00Z,21.5,180,20
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T21:00:00Z,20.5,180,21
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T22:00:00Z,18,180,22
OTM3,Ledge2Den,Rookery,Exposed,2020-06-28T23:00:00Z,16,180,23
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T00:00:00Z,16.5,181,0
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T01:00:00Z,16,181,1
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T02:00:00Z,16.5,181,2
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T03:00:00Z,16.5,181,3
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T04:00:00Z,15.5,181,4
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T05:00:00Z,14.5,181,5
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T06:00:00Z,14.5,181,6
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T07:00:00Z,14,181,7
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T08:00:00Z,15.5,181,8
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T09:00:00Z,24,181,9
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T10:00:00Z,45,181,10
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T11:00:00Z,46.5,181,11
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T12:00:00Z,48,181,12
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T13:00:00Z,52,181,13
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T14:00:00Z,62.5,181,14
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T15:00:00Z,53,181,15
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T16:00:00Z,54,181,16
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T17:00:00Z,39,181,17
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T18:00:00Z,26.5,181,18
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T19:00:00Z,23.5,181,19
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T20:00:00Z,17.5,181,20
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T21:00:00Z,15,181,21
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T22:00:00Z,11.5,181,22
OTM3,Ledge2Den,Rookery,Exposed,2020-06-29T23:00:00Z,10,181,23
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T00:00:00Z,10,182,0
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T01:00:00Z,9.5,182,1
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T02:00:00Z,8,182,2
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T03:00:00Z,7,182,3
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T04:00:00Z,6.5,182,4
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T05:00:00Z,4.5,182,5
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T06:00:00Z,5,182,6
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T07:00:00Z,6,182,7
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T08:00:00Z,9.5,182,8
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T09:00:00Z,12,182,9
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T10:00:00Z,35.5,182,10
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T11:00:00Z,48,182,11
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T12:00:00Z,41.5,182,12
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T13:00:00Z,48,182,13
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T14:00:00Z,37.5,182,14
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T15:00:00Z,41.5,182,15
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T16:00:00Z,46,182,16
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T17:00:00Z,40,182,17
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T18:00:00Z,26.5,182,18
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T19:00:00Z,12.5,182,19
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T20:00:00Z,9,182,20
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T21:00:00Z,8.5,182,21
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T22:00:00Z,5,182,22
OTM3,Ledge2Den,Rookery,Exposed,2020-06-30T23:00:00Z,4.5,182,23
OTM3,Ledge2Den,Rookery,Exposed,2020-07-01T00:00:00Z,4,183,0
