snakeid,mass_g,date,time,temp,location
NG4,376,5/28/2020,6:59,14.123,rook
NG4,376,5/28/2020,7:59,13.621,rook
NG4,376,5/28/2020,8:59,13.621,rook
NG4,376,5/28/2020,9:59,14.123,rook
NG4,376,5/28/2020,10:59,14.624,rook
NG4,376,5/28/2020,11:59,15.627,rook
NG4,376,5/28/2020,12:59,16.629,rook
NG4,376,5/28/2020,13:59,18.133,rook
NG4,376,5/28/2020,14:59,19.636,rook
NG4,376,5/28/2020,15:59,21.138,rook
NG4,376,5/28/2020,16:59,22.139,rook
NG4,376,5/28/2020,17:59,22.639,rook
NG4,376,5/28/2020,18:59,26.641,rook
NG4,376,5/28/2020,19:59,27.64,rook
NG4,376,5/28/2020,20:59,25.641,rook
NG4,376,5/28/2020,21:59,25.141,rook
NG4,376,5/28/2020,22:59,24.64,rook
NG4,376,5/28/2020,23:59,25.141,rook
NG4,376,5/29/2020,0:59,25.141,rook
NG4,376,5/29/2020,1:59,24.14,rook
NG4,376,5/29/2020,2:59,24.14,rook
NG4,376,5/29/2020,3:59,24.14,rook
NG4,376,5/29/2020,4:59,24.14,rook
NG4,376,5/29/2020,5:59,23.64,rook
NG4,376,5/29/2020,6:59,23.64,rook
NG4,376,5/29/2020,7:59,22.639,rook
NG4,376,5/29/2020,8:59,22.639,rook
NG4,376,5/29/2020,9:59,23.14,rook
NG4,376,5/29/2020,10:59,24.14,rook
NG4,376,5/29/2020,11:59,23.14,rook
NG4,376,5/29/2020,12:59,26.141,rook
NG4,376,5/29/2020,13:59,28.14,rook
NG4,376,5/29/2020,14:59,26.141,rook
NG4,376,5/29/2020,15:59,32.135,rook
NG4,376,5/29/2020,16:59,30.637,rook
NG4,376,5/29/2020,17:59,28.64,rook
NG4,376,5/29/2020,18:59,24.14,rook
NG4,376,5/29/2020,19:59,22.139,rook
NG4,376,5/29/2020,20:59,20.136,rook
NG4,376,5/29/2020,21:59,21.138,rook
NG4,376,5/29/2020,22:59,22.139,rook
NG4,376,5/29/2020,23:59,21.138,rook
NG4,376,5/30/2020,0:59,22.139,rook
NG4,376,5/30/2020,1:59,21.638,rook
NG4,376,5/30/2020,2:59,21.138,rook
NG4,376,5/30/2020,3:59,20.136,rook
NG4,376,5/30/2020,4:59,19.636,rook
NG4,376,5/30/2020,5:59,19.135,rook
NG4,376,5/30/2020,6:59,18.634,rook
NG4,376,5/30/2020,7:59,18.133,rook
NG4,376,5/30/2020,8:59,24.14,rook
NG4,376,5/30/2020,9:59,31.137,rook
NG4,376,5/30/2020,10:59,28.64,rook
NG4,376,5/30/2020,11:59,21.638,rook
NG4,376,5/30/2020,12:59,29.139,rook
NG4,376,5/30/2020,13:59,34.63,rook
NG4,376,5/30/2020,14:59,30.637,rook
NG4,376,5/30/2020,15:59,25.141,rook
NG4,376,5/30/2020,16:59,26.641,rook
NG4,376,5/30/2020,17:59,26.141,rook
NG4,376,5/30/2020,18:59,25.141,rook
NG4,376,5/30/2020,19:59,24.64,rook
NG4,376,5/30/2020,20:59,21.638,rook
NG4,376,5/30/2020,21:59,20.136,rook
NG4,376,5/30/2020,22:59,19.636,rook
NG4,376,5/30/2020,23:59,20.136,rook
NG4,376,5/31/2020,0:59,19.135,rook
NG4,376,5/31/2020,1:59,18.634,rook
NG4,376,5/31/2020,2:59,18.133,rook
NG4,376,5/31/2020,3:59,17.131,rook
NG4,376,5/31/2020,4:59,16.629,rook
NG4,376,5/31/2020,5:59,16.629,rook
NG4,376,5/31/2020,6:59,16.128,rook
NG4,376,5/31/2020,7:59,16.128,rook
NG4,376,5/31/2020,8:59,18.634,rook
NG4,376,5/31/2020,9:59,25.641,rook
NG4,376,5/31/2020,10:59,30.637,rook
NG4,376,5/31/2020,11:59,31.636,rook
NG4,376,5/31/2020,12:59,22.639,rook
NG4,376,5/31/2020,13:59,25.641,rook
NG4,376,5/31/2020,14:59,31.636,rook
NG4,376,5/31/2020,15:59,31.636,rook
NG4,376,5/31/2020,16:59,33.632,rook
NG4,376,5/31/2020,17:59,30.138,rook
NG4,376,5/31/2020,18:59,26.641,rook
NG4,376,5/31/2020,19:59,25.641,rook
NG4,376,5/31/2020,20:59,23.64,rook
NG4,376,5/31/2020,21:59,22.139,rook
NG4,376,5/31/2020,22:59,20.136,rook
NG4,376,5/31/2020,23:59,18.133,rook
NG4,376,6/1/2020,0:59,20.136,field
NG4,376,6/1/2020,1:59,20.637,field
NG4,376,6/1/2020,2:59,20.637,field
NG4,376,6/1/2020,3:59,20.136,field
NG4,376,6/1/2020,4:59,20.136,field
NG4,376,6/1/2020,5:59,19.636,field
NG4,376,6/1/2020,6:59,19.135,field
NG4,376,6/1/2020,7:59,19.135,field
NG4,376,6/1/2020,8:59,19.135,field
NG4,376,6/1/2020,9:59,33.632,field
NG4,376,6/1/2020,10:59,32.634,field
NG4,376,6/1/2020,11:59,33.133,field
NG4,376,6/1/2020,12:59,30.138,field
NG4,376,6/1/2020,13:59,27.14,field
NG4,376,6/1/2020,14:59,25.641,field
NG4,376,6/1/2020,15:59,25.141,field
NG4,376,6/1/2020,16:59,25.141,field
NG4,376,6/1/2020,17:59,25.141,field
NG4,376,6/1/2020,18:59,25.141,field
NG4,376,6/1/2020,19:59,24.64,field
NG4,376,6/1/2020,20:59,24.64,field
NG4,376,6/1/2020,21:59,24.14,field
NG4,376,6/1/2020,22:59,23.64,field
NG4,376,6/1/2020,23:59,23.14,field
NG4,376,6/2/2020,0:59,23.14,field
NG4,376,6/2/2020,1:59,22.639,field
NG4,376,6/2/2020,2:59,22.139,field
NG4,376,6/2/2020,3:59,21.638,field
NG4,376,6/2/2020,4:59,21.138,field
NG4,376,6/2/2020,5:59,20.637,field
NG4,376,6/2/2020,6:59,20.637,field
NG4,376,6/2/2020,7:59,20.136,field
NG4,376,6/2/2020,8:59,19.636,field
NG4,376,6/2/2020,9:59,19.636,field
NG4,376,6/2/2020,10:59,33.133,field
NG4,376,6/2/2020,11:59,32.634,field
NG4,376,6/2/2020,12:59,30.138,field
NG4,376,6/2/2020,13:59,28.64,field
NG4,376,6/2/2020,14:59,28.14,field
NG4,376,6/2/2020,15:59,28.14,field
NG4,376,6/2/2020,16:59,27.64,field
NG4,376,6/2/2020,17:59,25.141,field
NG4,376,6/2/2020,18:59,24.14,field
NG4,376,6/2/2020,19:59,23.64,field
NG4,376,6/2/2020,20:59,23.64,field
NG4,376,6/2/2020,21:59,23.64,field
NG4,376,6/2/2020,22:59,23.14,field
NG4,376,6/2/2020,23:59,23.14,field
NG4,376,6/3/2020,0:59,22.639,field
NG4,376,6/3/2020,1:59,22.139,field
NG4,376,6/3/2020,2:59,21.638,field
NG4,376,6/3/2020,3:59,21.138,field
NG4,376,6/3/2020,4:59,20.637,field
NG4,376,6/3/2020,5:59,20.136,field
NG4,376,6/3/2020,6:59,19.636,field
NG4,376,6/3/2020,7:59,19.636,field
NG4,376,6/3/2020,8:59,21.138,field
NG4,376,6/3/2020,9:59,31.636,field
NG4,376,6/3/2020,10:59,30.637,field
NG4,376,6/3/2020,11:59,30.138,field
NG4,376,6/3/2020,12:59,33.133,field
NG4,376,6/3/2020,13:59,32.634,field
NG4,376,6/3/2020,14:59,31.137,field
NG4,376,6/3/2020,15:59,30.138,field
NG4,376,6/3/2020,16:59,29.639,field
NG4,376,6/3/2020,17:59,26.641,field
NG4,376,6/3/2020,18:59,25.141,field
NG4,376,6/3/2020,19:59,24.64,field
NG4,376,6/3/2020,20:59,24.64,field
NG4,376,6/3/2020,21:59,24.14,field
NG4,376,6/3/2020,22:59,24.14,field
NG4,376,6/3/2020,23:59,23.64,field
NG4,376,6/4/2020,0:59,23.14,field
NG4,376,6/4/2020,1:59,22.639,field
NG4,376,6/4/2020,2:59,22.139,field
NG4,376,6/4/2020,3:59,21.638,field
NG4,376,6/4/2020,4:59,21.638,field
NG4,376,6/4/2020,5:59,21.138,field
NG4,376,6/4/2020,6:59,20.637,field
NG4,376,6/4/2020,7:59,20.136,field
NG4,376,6/4/2020,8:59,20.136,field
NG4,376,6/4/2020,9:59,20.136,field
NG4,376,6/4/2020,10:59,24.64,field
NG4,376,6/4/2020,11:59,32.634,field
NG4,376,6/4/2020,12:59,34.131,field
NG4,376,6/4/2020,13:59,28.64,field
NG4,376,6/4/2020,14:59,27.14,field
NG4,376,6/4/2020,15:59,28.14,field
NG4,376,6/4/2020,16:59,28.14,field
NG4,376,6/4/2020,17:59,26.641,field
NG4,376,6/4/2020,18:59,26.141,field
NG4,376,6/4/2020,19:59,25.141,field
NG4,376,6/4/2020,20:59,25.141,field
NG4,376,6/4/2020,21:59,24.64,field
NG4,376,6/4/2020,22:59,24.14,field
NG4,376,6/4/2020,23:59,23.64,field
NG4,376,6/5/2020,0:59,23.14,field
NG4,376,6/5/2020,1:59,22.639,field
NG4,376,6/5/2020,2:59,22.139,field
NG4,376,6/5/2020,3:59,21.638,field
NG4,376,6/5/2020,4:59,21.138,field
NG4,376,6/5/2020,5:59,21.138,field
NG4,376,6/5/2020,6:59,20.136,field
NG4,376,6/5/2020,7:59,20.136,field
NG4,376,6/5/2020,8:59,32.634,field
NG4,376,6/5/2020,9:59,30.637,field
NG4,376,6/5/2020,10:59,31.636,field
NG4,376,6/5/2020,11:59,33.632,field
NG4,376,6/5/2020,12:59,27.64,field
NG4,376,6/5/2020,13:59,30.138,field
NG4,376,6/5/2020,14:59,28.14,field
NG4,376,6/5/2020,15:59,28.64,field
NG4,376,6/5/2020,16:59,27.64,field
NG4,376,6/5/2020,17:59,26.641,field
NG4,376,6/5/2020,18:59,26.141,field
NG4,376,6/5/2020,19:59,25.641,field
NG4,376,6/5/2020,20:59,25.141,field
NG4,376,6/5/2020,21:59,24.64,field
NG4,376,6/5/2020,22:59,24.64,field
NG4,376,6/5/2020,23:59,24.14,field
NG4,376,6/6/2020,0:59,24.14,field
NG4,376,6/6/2020,1:59,23.64,field
NG4,376,6/6/2020,2:59,18.634,field
NG4,376,6/6/2020,3:59,13.621,field
NG4,376,6/6/2020,4:59,12.617,field
NG4,376,6/6/2020,5:59,13.119,field
NG4,376,6/6/2020,6:59,14.123,field
NG4,376,6/6/2020,7:59,13.621,field
NG4,376,6/6/2020,8:59,14.624,field
NG4,376,6/6/2020,9:59,17.131,field
NG4,376,6/6/2020,10:59,18.634,field
NG4,376,6/6/2020,11:59,19.135,field
NG4,376,6/6/2020,12:59,19.135,field
NG4,376,6/6/2020,13:59,20.637,field
NG4,376,6/6/2020,14:59,19.135,field
NG4,376,6/6/2020,15:59,19.636,field
NG4,376,6/6/2020,16:59,19.636,field
NG4,376,6/6/2020,17:59,19.636,field
NG4,376,6/6/2020,18:59,19.636,field
NG4,376,6/6/2020,19:59,19.636,field
NG4,376,6/6/2020,20:59,19.135,field
NG4,376,6/6/2020,21:59,19.135,field
NG4,376,6/6/2020,22:59,19.135,field
NG4,376,6/6/2020,23:59,18.634,field
NG4,376,6/7/2020,0:59,18.634,field
NG4,376,6/7/2020,1:59,18.133,field
NG4,376,6/7/2020,2:59,18.133,field
NG4,376,6/7/2020,3:59,17.632,field
NG4,376,6/7/2020,4:59,17.131,field
NG4,376,6/7/2020,5:59,16.629,field
NG4,376,6/7/2020,6:59,16.629,field
NG4,376,6/7/2020,7:59,16.629,field
NG4,376,6/7/2020,8:59,19.636,field
NG4,376,6/7/2020,9:59,31.137,field
NG4,376,6/7/2020,10:59,31.137,field
NG4,376,6/7/2020,11:59,32.634,field
NG4,376,6/7/2020,12:59,32.634,field
NG4,376,6/7/2020,13:59,29.639,field
NG4,376,6/7/2020,14:59,26.141,field
NG4,376,6/7/2020,15:59,22.139,field
NG4,376,6/7/2020,16:59,21.138,field
NG4,376,6/7/2020,17:59,21.138,field
NG4,376,6/7/2020,18:59,20.637,field
NG4,376,6/7/2020,19:59,20.637,field
NG4,376,6/7/2020,20:59,20.637,field
NG4,376,6/7/2020,21:59,20.637,field
NG4,376,6/7/2020,22:59,20.136,field
NG4,376,6/7/2020,23:59,20.136,field
NG4,376,6/8/2020,0:59,19.636,field
NG4,376,6/8/2020,1:59,19.135,field
NG4,376,6/8/2020,2:59,19.135,field
NG4,376,6/8/2020,3:59,18.634,field
NG4,376,6/8/2020,4:59,18.133,field
NG4,376,6/8/2020,5:59,17.632,field
NG4,376,6/8/2020,6:59,17.131,field
