snakeid,mass_g,date,time,temp,location
G2,579.4,5/28/2020,6:59,28.083,rook
G2,579.4,5/28/2020,7:59,27.584,rook
G2,579.4,5/28/2020,8:59,27.584,rook
G2,579.4,5/28/2020,9:59,24.084,rook
G2,579.4,5/28/2020,10:59,24.584,rook
G2,579.4,5/28/2020,11:59,32.58,rook
G2,579.4,5/28/2020,12:59,32.58,rook
G2,579.4,5/28/2020,13:59,33.08,rook
G2,579.4,5/28/2020,14:59,33.579,rook
G2,579.4,5/28/2020,15:59,33.08,rook
G2,579.4,5/28/2020,16:59,32.081,rook
G2,579.4,5/28/2020,17:59,31.082,rook
G2,579.4,5/28/2020,18:59,28.583,rook
G2,579.4,5/28/2020,19:59,25.084,rook
G2,579.4,5/28/2020,20:59,21.583,rook
G2,579.4,5/28/2020,21:59,20.082,rook
G2,579.4,5/28/2020,22:59,20.582,rook
G2,579.4,5/28/2020,23:59,20.082,rook
G2,579.4,5/29/2020,0:59,19.582,field
G2,579.4,5/29/2020,1:59,18.581,field
G2,579.4,5/29/2020,2:59,18.08,field
G2,579.4,5/29/2020,3:59,18.08,field
G2,579.4,5/29/2020,4:59,17.58,field
G2,579.4,5/29/2020,5:59,17.58,field
G2,579.4,5/29/2020,6:59,17.079,field
G2,579.4,5/29/2020,7:59,17.079,field
G2,579.4,5/29/2020,8:59,23.084,field
G2,579.4,5/29/2020,9:59,32.081,field
G2,579.4,5/29/2020,10:59,31.581,field
G2,579.4,5/29/2020,11:59,32.58,field
G2,579.4,5/29/2020,12:59,31.581,field
G2,579.4,5/29/2020,13:59,30.582,field
G2,579.4,5/29/2020,14:59,27.584,field
G2,579.4,5/29/2020,15:59,31.082,field
G2,579.4,5/29/2020,16:59,31.581,field
G2,579.4,5/29/2020,17:59,30.582,field
G2,579.4,5/29/2020,18:59,28.083,field
G2,579.4,5/29/2020,19:59,24.584,field
G2,579.4,5/29/2020,20:59,22.583,field
G2,579.4,5/29/2020,21:59,22.583,field
G2,579.4,5/29/2020,22:59,22.083,field
G2,579.4,5/29/2020,23:59,21.083,field
G2,579.4,5/30/2020,0:59,20.582,field
G2,579.4,5/30/2020,1:59,19.582,field
G2,579.4,5/30/2020,2:59,18.581,field
G2,579.4,5/30/2020,3:59,18.08,field
G2,579.4,5/30/2020,4:59,17.58,field
G2,579.4,5/30/2020,5:59,17.079,field
G2,579.4,5/30/2020,6:59,21.083,field
G2,579.4,5/30/2020,7:59,30.582,field
G2,579.4,5/30/2020,8:59,31.581,field
G2,579.4,5/30/2020,9:59,31.581,field
G2,579.4,5/30/2020,10:59,30.082,field
G2,579.4,5/30/2020,11:59,29.583,field
G2,579.4,5/30/2020,12:59,30.582,field
G2,579.4,5/30/2020,13:59,30.082,field
G2,579.4,5/30/2020,14:59,30.082,field
G2,579.4,5/30/2020,15:59,25.584,field
G2,579.4,5/30/2020,16:59,23.584,field
G2,579.4,5/30/2020,17:59,23.584,field
G2,579.4,5/30/2020,18:59,23.084,field
G2,579.4,5/30/2020,19:59,22.083,field
G2,579.4,5/30/2020,20:59,21.583,field
G2,579.4,5/30/2020,21:59,21.083,field
G2,579.4,5/30/2020,22:59,20.582,field
G2,579.4,5/30/2020,23:59,20.082,field
G2,579.4,5/31/2020,0:59,20.082,field
G2,579.4,5/31/2020,1:59,19.582,field
G2,579.4,5/31/2020,2:59,19.582,field
G2,579.4,5/31/2020,3:59,19.081,field
G2,579.4,5/31/2020,4:59,19.081,field
G2,579.4,5/31/2020,5:59,18.581,field
G2,579.4,5/31/2020,6:59,18.581,field
G2,579.4,5/31/2020,7:59,17.58,field
G2,579.4,5/31/2020,8:59,31.581,field
G2,579.4,5/31/2020,9:59,32.081,field
G2,579.4,5/31/2020,10:59,30.582,field
G2,579.4,5/31/2020,11:59,31.082,field
G2,579.4,5/31/2020,12:59,32.081,field
G2,579.4,5/31/2020,13:59,34.578,field
G2,579.4,5/31/2020,14:59,30.582,field
G2,579.4,5/31/2020,15:59,29.583,field
G2,579.4,5/31/2020,16:59,28.083,field
G2,579.4,5/31/2020,17:59,27.584,field
G2,579.4,5/31/2020,18:59,26.584,field
G2,579.4,5/31/2020,19:59,25.584,field
G2,579.4,5/31/2020,20:59,23.084,field
G2,579.4,5/31/2020,21:59,22.083,field
G2,579.4,5/31/2020,22:59,19.582,field
G2,579.4,5/31/2020,23:59,18.581,field
G2,579.4,6/1/2020,0:59,17.58,field
G2,579.4,6/1/2020,1:59,17.079,field
G2,579.4,6/1/2020,2:59,17.079,field
G2,579.4,6/1/2020,3:59,16.579,field
G2,579.4,6/1/2020,4:59,16.078,field
G2,579.4,6/1/2020,5:59,16.078,field
G2,579.4,6/1/2020,6:59,15.577,field
G2,579.4,6/1/2020,7:59,23.084,field
G2,579.4,6/1/2020,8:59,30.082,field
G2,579.4,6/1/2020,9:59,32.081,field
G2,579.4,6/1/2020,10:59,34.079,field
G2,579.4,6/1/2020,11:59,34.079,field
G2,579.4,6/1/2020,12:59,31.581,field
G2,579.4,6/1/2020,13:59,32.081,field
G2,579.4,6/1/2020,14:59,33.08,field
G2,579.4,6/1/2020,15:59,31.581,field
G2,579.4,6/1/2020,16:59,30.582,field
G2,579.4,6/1/2020,17:59,26.084,field
G2,579.4,6/1/2020,18:59,25.084,field
G2,579.4,6/1/2020,19:59,24.084,field
G2,579.4,6/1/2020,20:59,23.084,field
G2,579.4,6/1/2020,21:59,22.083,field
G2,579.4,6/1/2020,22:59,21.083,field
G2,579.4,6/1/2020,23:59,19.582,field
G2,579.4,6/2/2020,0:59,19.081,field
G2,579.4,6/2/2020,1:59,18.08,field
G2,579.4,6/2/2020,2:59,17.079,field
G2,579.4,6/2/2020,3:59,16.078,field
G2,579.4,6/2/2020,4:59,15.577,field
G2,579.4,6/2/2020,5:59,15.077,field
G2,579.4,6/2/2020,6:59,14.576,field
G2,579.4,6/2/2020,7:59,14.075,field
G2,579.4,6/2/2020,8:59,18.08,field
G2,579.4,6/2/2020,9:59,30.082,field
G2,579.4,6/2/2020,10:59,33.08,field
G2,579.4,6/2/2020,11:59,32.081,field
G2,579.4,6/2/2020,12:59,31.082,field
G2,579.4,6/2/2020,13:59,32.58,field
G2,579.4,6/2/2020,14:59,30.082,field
G2,579.4,6/2/2020,15:59,30.582,field
G2,579.4,6/2/2020,16:59,29.583,field
G2,579.4,6/2/2020,17:59,27.084,field
G2,579.4,6/2/2020,18:59,26.584,field
G2,579.4,6/2/2020,19:59,26.084,field
G2,579.4,6/2/2020,20:59,25.084,field
G2,579.4,6/2/2020,21:59,24.084,field
G2,579.4,6/2/2020,22:59,23.084,field
G2,579.4,6/2/2020,23:59,22.083,field
G2,579.4,6/3/2020,0:59,20.582,field
G2,579.4,6/3/2020,1:59,19.582,field
G2,579.4,6/3/2020,2:59,19.081,field
G2,579.4,6/3/2020,3:59,18.08,field
G2,579.4,6/3/2020,4:59,17.58,field
G2,579.4,6/3/2020,5:59,17.079,field
G2,579.4,6/3/2020,6:59,16.078,field
G2,579.4,6/3/2020,7:59,16.579,field
G2,579.4,6/3/2020,8:59,26.584,field
G2,579.4,6/3/2020,9:59,31.581,field
G2,579.4,6/3/2020,10:59,31.581,field
G2,579.4,6/3/2020,11:59,33.08,field
G2,579.4,6/3/2020,12:59,32.58,field
G2,579.4,6/3/2020,13:59,30.582,field
G2,579.4,6/3/2020,14:59,32.58,field
G2,579.4,6/3/2020,15:59,32.081,field
G2,579.4,6/3/2020,16:59,31.581,field
G2,579.4,6/3/2020,17:59,33.08,field
G2,579.4,6/3/2020,18:59,29.083,field
G2,579.4,6/3/2020,19:59,27.084,field
G2,579.4,6/3/2020,20:59,25.584,field
G2,579.4,6/3/2020,21:59,24.084,field
G2,579.4,6/3/2020,22:59,22.583,field
G2,579.4,6/3/2020,23:59,21.583,field
G2,579.4,6/4/2020,0:59,21.083,field
G2,579.4,6/4/2020,1:59,20.582,field
G2,579.4,6/4/2020,2:59,20.082,field
G2,579.4,6/4/2020,3:59,19.081,field
G2,579.4,6/4/2020,4:59,18.581,field
G2,579.4,6/4/2020,5:59,18.08,field
G2,579.4,6/4/2020,6:59,17.58,field
G2,579.4,6/4/2020,7:59,19.582,field
G2,579.4,6/4/2020,8:59,28.083,field
G2,579.4,6/4/2020,9:59,31.581,field
G2,579.4,6/4/2020,10:59,29.583,field
G2,579.4,6/4/2020,11:59,32.081,field
G2,579.4,6/4/2020,12:59,32.58,field
G2,579.4,6/4/2020,13:59,30.082,field
G2,579.4,6/4/2020,14:59,31.082,field
G2,579.4,6/4/2020,15:59,32.58,field
G2,579.4,6/4/2020,16:59,31.082,field
G2,579.4,6/4/2020,17:59,33.579,field
G2,579.4,6/4/2020,18:59,30.082,field
G2,579.4,6/4/2020,19:59,26.584,field
G2,579.4,6/4/2020,20:59,25.084,field
G2,579.4,6/4/2020,21:59,23.584,field
G2,579.4,6/4/2020,22:59,22.083,field
G2,579.4,6/4/2020,23:59,21.083,field
G2,579.4,6/5/2020,0:59,20.082,field
G2,579.4,6/5/2020,1:59,19.081,field
G2,579.4,6/5/2020,2:59,18.08,field
G2,579.4,6/5/2020,3:59,17.58,field
G2,579.4,6/5/2020,4:59,17.079,field
G2,579.4,6/5/2020,5:59,16.579,field
G2,579.4,6/5/2020,6:59,15.577,field
G2,579.4,6/5/2020,7:59,17.079,field
G2,579.4,6/5/2020,8:59,28.083,field
G2,579.4,6/5/2020,9:59,31.082,field
G2,579.4,6/5/2020,10:59,32.081,field
G2,579.4,6/5/2020,11:59,33.579,field
G2,579.4,6/5/2020,12:59,30.082,field
G2,579.4,6/5/2020,13:59,29.583,field
G2,579.4,6/5/2020,14:59,33.08,field
G2,579.4,6/5/2020,15:59,30.582,field
G2,579.4,6/5/2020,16:59,31.082,field
G2,579.4,6/5/2020,17:59,33.579,field
G2,579.4,6/5/2020,18:59,30.582,field
G2,579.4,6/5/2020,19:59,27.584,field
G2,579.4,6/5/2020,20:59,26.584,field
G2,579.4,6/5/2020,21:59,25.584,field
G2,579.4,6/5/2020,22:59,24.584,field
G2,579.4,6/5/2020,23:59,24.084,field
G2,579.4,6/6/2020,0:59,23.084,field
G2,579.4,6/6/2020,1:59,22.583,field
G2,579.4,6/6/2020,2:59,21.583,field
G2,579.4,6/6/2020,3:59,17.58,field
G2,579.4,6/6/2020,4:59,17.58,field
G2,579.4,6/6/2020,5:59,18.08,field
G2,579.4,6/6/2020,6:59,18.08,field
G2,579.4,6/6/2020,7:59,16.078,field
G2,579.4,6/6/2020,8:59,15.077,field
G2,579.4,6/6/2020,9:59,17.079,field
G2,579.4,6/6/2020,10:59,18.08,field
G2,579.4,6/6/2020,11:59,22.083,field
G2,579.4,6/6/2020,12:59,23.084,field
G2,579.4,6/6/2020,13:59,28.083,field
G2,579.4,6/6/2020,14:59,22.083,field
G2,579.4,6/6/2020,15:59,27.084,field
G2,579.4,6/6/2020,16:59,28.583,field
G2,579.4,6/6/2020,17:59,30.582,field
G2,579.4,6/6/2020,18:59,25.584,field
G2,579.4,6/6/2020,19:59,22.083,field
G2,579.4,6/6/2020,20:59,20.582,field
G2,579.4,6/6/2020,21:59,19.582,field
G2,579.4,6/6/2020,22:59,18.08,field
G2,579.4,6/6/2020,23:59,17.079,field
G2,579.4,6/7/2020,0:59,16.579,field
G2,579.4,6/7/2020,1:59,16.078,field
G2,579.4,6/7/2020,2:59,15.577,field
G2,579.4,6/7/2020,3:59,15.077,field
G2,579.4,6/7/2020,4:59,14.576,field
G2,579.4,6/7/2020,5:59,14.075,field
G2,579.4,6/7/2020,6:59,13.574,field
G2,579.4,6/7/2020,7:59,13.574,field
G2,579.4,6/7/2020,8:59,23.584,field
G2,579.4,6/7/2020,9:59,32.58,field
G2,579.4,6/7/2020,10:59,29.583,field
G2,579.4,6/7/2020,11:59,32.081,field
G2,579.4,6/7/2020,12:59,32.081,field
G2,579.4,6/7/2020,13:59,32.58,field
G2,579.4,6/7/2020,14:59,33.579,field
G2,579.4,6/7/2020,15:59,27.584,field
G2,579.4,6/7/2020,16:59,23.084,field
G2,579.4,6/7/2020,17:59,20.582,field
G2,579.4,6/7/2020,18:59,18.581,field
G2,579.4,6/7/2020,19:59,13.574,field
G2,579.4,6/7/2020,20:59,11.571,field
G2,579.4,6/7/2020,21:59,11.07,field
G2,579.4,6/7/2020,22:59,10.569,field
G2,579.4,6/7/2020,23:59,10.068,field
G2,579.4,6/8/2020,0:59,10.068,field
G2,579.4,6/8/2020,1:59,9.567,field
G2,579.4,6/8/2020,2:59,9.567,field
G2,579.4,6/8/2020,3:59,9.567,field
G2,579.4,6/8/2020,4:59,9.567,field
G2,579.4,6/8/2020,5:59,9.567,field
G2,579.4,6/8/2020,6:59,9.567,field
G2,579.4,6/8/2020,7:59,9.567,field
G2,579.4,6/8/2020,8:59,17.58,field
G2,579.4,6/8/2020,9:59,32.081,field
G2,579.4,6/8/2020,10:59,31.082,field
G2,579.4,6/8/2020,11:59,30.582,field
G2,579.4,6/8/2020,12:59,30.582,field
G2,579.4,6/8/2020,13:59,33.08,field
G2,579.4,6/8/2020,14:59,32.081,field
G2,579.4,6/8/2020,15:59,29.583,field
G2,579.4,6/8/2020,16:59,22.083,field
G2,579.4,6/8/2020,17:59,15.077,field
G2,579.4,6/8/2020,18:59,10.569,field
G2,579.4,6/8/2020,19:59,9.567,field
G2,579.4,6/8/2020,20:59,9.065,field
G2,579.4,6/8/2020,21:59,9.065,field
G2,579.4,6/8/2020,22:59,9.065,field
G2,579.4,6/8/2020,23:59,8.564,field
G2,579.4,6/9/2020,0:59,8.564,field
G2,579.4,6/9/2020,1:59,8.564,field
G2,579.4,6/9/2020,2:59,8.564,field
G2,579.4,6/9/2020,3:59,9.065,field
G2,579.4,6/9/2020,4:59,9.065,field
G2,579.4,6/9/2020,5:59,9.065,field
G2,579.4,6/9/2020,6:59,9.065,field
G2,579.4,6/9/2020,7:59,9.065,field
G2,579.4,6/9/2020,8:59,9.065,field
G2,579.4,6/9/2020,9:59,9.065,field
G2,579.4,6/9/2020,10:59,9.567,field
G2,579.4,6/9/2020,11:59,17.079,field
G2,579.4,6/9/2020,12:59,30.082,field
G2,579.4,6/9/2020,13:59,30.082,field
G2,579.4,6/9/2020,14:59,31.082,field
G2,579.4,6/9/2020,15:59,31.581,field
G2,579.4,6/9/2020,16:59,31.082,field
G2,579.4,6/9/2020,17:59,25.584,field
G2,579.4,6/9/2020,18:59,16.579,field
G2,579.4,6/9/2020,19:59,13.574,field
G2,579.4,6/9/2020,20:59,12.072,field
G2,579.4,6/9/2020,21:59,11.07,field
G2,579.4,6/9/2020,22:59,10.569,field
G2,579.4,6/9/2020,23:59,10.569,field
G2,579.4,6/10/2020,0:59,10.068,field
G2,579.4,6/10/2020,1:59,10.068,field
G2,579.4,6/10/2020,2:59,9.567,field
G2,579.4,6/10/2020,3:59,9.567,field
G2,579.4,6/10/2020,4:59,9.065,field
G2,579.4,6/10/2020,5:59,9.065,field
G2,579.4,6/10/2020,6:59,9.065,field
G2,579.4,6/10/2020,7:59,8.564,field
G2,579.4,6/10/2020,8:59,10.068,field
G2,579.4,6/10/2020,9:59,15.577,field
G2,579.4,6/10/2020,10:59,23.084,field
G2,579.4,6/10/2020,11:59,29.583,field
G2,579.4,6/10/2020,12:59,29.583,field
G2,579.4,6/10/2020,13:59,31.082,field
G2,579.4,6/10/2020,14:59,31.581,field
G2,579.4,6/10/2020,15:59,28.583,field
G2,579.4,6/10/2020,16:59,29.583,field
G2,579.4,6/10/2020,17:59,22.083,field
G2,579.4,6/10/2020,18:59,20.082,field
G2,579.4,6/10/2020,19:59,16.579,field
G2,579.4,6/10/2020,20:59,15.077,field
G2,579.4,6/10/2020,21:59,13.574,field
G2,579.4,6/10/2020,22:59,12.573,field
G2,579.4,6/10/2020,23:59,11.571,field
G2,579.4,6/11/2020,0:59,10.569,field
G2,579.4,6/11/2020,1:59,10.068,field
G2,579.4,6/11/2020,2:59,9.065,field
G2,579.4,6/11/2020,3:59,8.564,field
G2,579.4,6/11/2020,4:59,8.063,field
G2,579.4,6/11/2020,5:59,7.562,field
G2,579.4,6/11/2020,6:59,7.562,field
G2,579.4,6/11/2020,7:59,8.063,field
G2,579.4,6/11/2020,8:59,16.579,field
G2,579.4,6/11/2020,9:59,26.084,field
G2,579.4,6/11/2020,10:59,31.581,field
G2,579.4,6/11/2020,11:59,31.581,field
G2,579.4,6/11/2020,12:59,31.082,field
G2,579.4,6/11/2020,13:59,31.082,field
G2,579.4,6/11/2020,14:59,31.082,field
G2,579.4,6/11/2020,15:59,30.582,field
G2,579.4,6/11/2020,16:59,26.084,field
G2,579.4,6/11/2020,17:59,21.583,field
G2,579.4,6/11/2020,18:59,22.083,field
G2,579.4,6/11/2020,19:59,19.582,field
G2,579.4,6/11/2020,20:59,17.58,field
G2,579.4,6/11/2020,21:59,17.079,field
G2,579.4,6/11/2020,22:59,17.079,field
G2,579.4,6/11/2020,23:59,16.579,field
G2,579.4,6/12/2020,0:59,16.579,rook
G2,579.4,6/12/2020,1:59,16.579,rook
G2,579.4,6/12/2020,2:59,16.579,rook
G2,579.4,6/12/2020,3:59,16.078,rook
G2,579.4,6/12/2020,4:59,16.078,rook
G2,579.4,6/12/2020,5:59,16.078,rook
G2,579.4,6/12/2020,6:59,16.078,rook
G2,579.4,6/12/2020,7:59,16.078,rook
G2,579.4,6/12/2020,8:59,23.584,rook
G2,579.4,6/12/2020,9:59,31.581,rook
G2,579.4,6/12/2020,10:59,31.581,rook
G2,579.4,6/12/2020,11:59,30.082,rook
G2,579.4,6/12/2020,12:59,31.082,rook
G2,579.4,6/12/2020,13:59,30.582,rook
G2,579.4,6/12/2020,14:59,33.08,rook
G2,579.4,6/12/2020,15:59,31.581,rook
G2,579.4,6/12/2020,16:59,31.581,rook
G2,579.4,6/12/2020,17:59,30.582,rook
G2,579.4,6/12/2020,18:59,32.58,rook
G2,579.4,6/12/2020,19:59,28.083,rook
G2,579.4,6/12/2020,20:59,26.584,rook
G2,579.4,6/12/2020,21:59,21.583,rook
G2,579.4,6/12/2020,22:59,20.582,rook
G2,579.4,6/12/2020,23:59,20.582,rook
G2,579.4,6/13/2020,0:59,18.581,rook
G2,579.4,6/13/2020,1:59,18.581,rook
G2,579.4,6/13/2020,2:59,18.581,rook
G2,579.4,6/13/2020,3:59,18.581,rook
